hotel,is_canceled,arrival_date_year,arrival_date_month,adults,children,babies,country,reserved_room_type,assigned_room_type,reservation_status,reservation_status_date,room_status,guest_type
City Hotel,1,2017,July,2,0,0,DEU,E,E,Canceled,2/28/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,DEU,A,A,Canceled,6/9/2017,Desired,Couple
City Hotel,1,2017,July,3,0,0,PRT,D,D,Canceled,6/7/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,GBR,A,A,Canceled,3/10/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,IRL,A,A,Canceled,5/18/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,ITA,A,A,Canceled,6/2/2017,Desired,Couple
City Hotel,1,2017,July,1,0,0,GBR,D,D,Canceled,12/27/2016,Desired,Single
City Hotel,1,2017,July,2,0,0,GBR,A,A,Canceled,12/27/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,FRA,A,A,Canceled,5/11/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/18/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,CHE,D,D,Canceled,7/17/2017,Desired,Couple
City Hotel,1,2017,July,1,0,0,CHE,A,A,Canceled,5/20/2017,Desired,Single
City Hotel,1,2017,July,2,0,0,NLD,A,A,Canceled,1/13/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,NLD,A,A,Canceled,3/3/2017,Desired,Couple
City Hotel,1,2017,July,2,2,0,FRA,G,G,Canceled,7/20/2017,Desired,Family
City Hotel,1,2017,July,3,0,0,NLD,D,D,Canceled,5/22/2017,Desired,Family
City Hotel,1,2017,July,3,0,0,DNK,D,D,Canceled,2/21/2017,Desired,Family
City Hotel,1,2017,July,2,1,0,BEL,A,A,Canceled,11/1/2016,Desired,Family
City Hotel,1,2017,July,3,0,0,GBR,D,D,Canceled,4/22/2017,Desired,Family
City Hotel,1,2017,July,3,0,0,DEU,D,D,Canceled,7/17/2017,Desired,Family
City Hotel,1,2017,July,3,0,0,SWE,E,E,Canceled,7/2/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,DNK,A,A,Canceled,5/6/2017,Desired,Couple
City Hotel,1,2017,July,1,0,0,PRT,A,A,Canceled,2/7/2017,Desired,Single
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,ITA,A,A,Canceled,2/11/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Couple
City Hotel,1,2017,July,2,1,0,DEU,A,A,Canceled,5/29/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,NLD,D,D,Canceled,6/30/2017,Desired,Couple
City Hotel,1,2017,July,1,0,0,PRT,A,A,Canceled,2/7/2017,Desired,Single
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,6/28/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,DEU,D,D,Canceled,5/29/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,GBR,A,A,Canceled,4/24/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,AUS,A,A,Canceled,4/1/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,GBR,A,A,Canceled,4/24/2017,Desired,Couple
City Hotel,1,2017,July,3,0,0,FRA,D,D,Canceled,5/22/2017,Desired,Family
City Hotel,1,2017,July,3,0,0,ESP,D,D,Canceled,7/6/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,GBR,A,A,Canceled,4/24/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,GBR,A,A,Canceled,4/24/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,GBR,A,A,Canceled,4/24/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,GBR,A,A,Canceled,4/24/2017,Desired,Couple
City Hotel,1,2017,July,1,0,0,CHE,A,A,Canceled,2/5/2017,Desired,Single
City Hotel,1,2017,July,1,0,0,FRA,A,A,Canceled,6/12/2017,Desired,Single
City Hotel,1,2017,July,2,0,0,FRA,A,A,Canceled,7/12/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,GBR,A,A,Canceled,7/14/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/22/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,FRA,D,D,Canceled,7/6/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,DEU,A,A,Canceled,11/9/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,DEU,A,A,Canceled,11/9/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,ESP,A,A,Canceled,6/30/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,FRA,A,A,Canceled,2/28/2017,Desired,Couple
City Hotel,1,2017,July,1,0,0,FRA,D,D,Canceled,3/3/2017,Desired,Single
City Hotel,1,2017,July,2,0,0,ESP,A,A,Canceled,3/3/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,GBR,A,A,Canceled,5/5/2017,Desired,Couple
City Hotel,1,2017,July,2,1,0,IRL,A,A,Canceled,2/4/2017,Desired,Family
City Hotel,1,2017,July,3,0,0,DEU,D,D,Canceled,6/24/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,DEU,A,A,Canceled,11/9/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,DEU,A,A,Canceled,11/9/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,DEU,A,A,Canceled,11/9/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,DEU,A,A,Canceled,11/9/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,FRA,D,D,Canceled,7/6/2017,Desired,Couple
City Hotel,1,2017,July,2,1,0,DEU,D,D,Canceled,6/20/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,FRA,A,A,Canceled,3/20/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,FRA,A,A,Canceled,6/18/2017,Desired,Couple
City Hotel,1,2017,July,2,2,0,DOM,A,A,Canceled,4/30/2017,Desired,Family
City Hotel,1,2017,July,2,1,0,DOM,F,F,Canceled,4/30/2017,Desired,Family
City Hotel,1,2017,July,2,2,0,DOM,F,F,Canceled,4/30/2017,Desired,Family
City Hotel,1,2017,July,1,0,0,FRA,A,A,Canceled,7/14/2017,Desired,Single
City Hotel,1,2017,July,2,0,0,LUX,D,D,Canceled,3/21/2017,Desired,Couple
City Hotel,1,2017,July,2,1,0,DOM,F,F,Canceled,4/30/2017,Desired,Family
City Hotel,1,2017,July,2,2,0,DOM,F,F,Canceled,4/30/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,DEU,E,E,Canceled,7/26/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,DEU,A,A,Canceled,5/24/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,NLD,D,D,Canceled,5/21/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,4/25/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,D,D,Canceled,4/6/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,D,D,Canceled,4/1/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,No-Show,7/29/2017,Desired,Couple
City Hotel,1,2017,July,3,0,0,PRT,D,D,Canceled,4/6/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,PRT,D,D,Canceled,4/6/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,4/24/2017,Desired,Couple
City Hotel,1,2017,July,3,0,0,ROU,D,D,Canceled,1/30/2017,Desired,Family
City Hotel,1,2017,July,3,0,0,PRT,D,D,Canceled,4/6/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/29/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/18/2017,Desired,Couple
City Hotel,1,2017,July,1,0,0,PRT,A,D,No-Show,7/29/2017,Un-Desired,Single
City Hotel,1,2017,July,2,0,0,GBR,A,A,Canceled,6/24/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,ESP,D,D,Canceled,7/20/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,CN,A,A,Canceled,7/14/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,CN,A,A,Canceled,7/14/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,ESP,D,D,Canceled,6/28/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,BRA,A,A,Canceled,5/21/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/4/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/4/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/4/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,FRA,D,D,Canceled,6/28/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,CHE,A,A,Canceled,5/30/2017,Desired,Couple
City Hotel,1,2017,July,1,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Single
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/4/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/4/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,BRA,A,A,Canceled,6/8/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/4/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/20/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/4/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Couple
City Hotel,1,2017,July,3,0,0,DEU,D,D,Canceled,11/12/2016,Desired,Family
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/4/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/4/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/7/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/20/2017,Desired,Couple
City Hotel,1,2017,July,3,0,0,CHN,E,E,Canceled,6/20/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/4/2017,Desired,Couple
City Hotel,1,2017,July,3,0,0,POL,D,D,Canceled,6/30/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/20/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,DEU,D,D,Canceled,4/1/2017,Desired,Couple
City Hotel,1,2017,July,3,0,0,CHN,E,E,Canceled,5/1/2017,Desired,Family
City Hotel,1,2017,July,2,1,0,CHE,A,A,Canceled,1/30/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,BEL,D,D,Canceled,4/21/2017,Desired,Couple
City Hotel,1,2017,July,3,0,0,GHA,E,E,Canceled,6/28/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,ITA,A,A,Canceled,6/2/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,DEU,A,A,Canceled,4/1/2017,Desired,Couple
City Hotel,1,2017,July,2,2,0,ITA,F,F,Canceled,5/29/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,FRA,A,A,Canceled,7/17/2017,Desired,Couple
City Hotel,1,2017,July,2,1,0,BRA,A,A,Canceled,12/16/2016,Desired,Family
City Hotel,1,2017,July,2,0,0,BRA,A,A,Canceled,12/16/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,POL,D,D,Canceled,3/22/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,ITA,A,A,Canceled,1/7/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,NOR,A,A,Canceled,2/19/2017,Desired,Couple
City Hotel,1,2017,July,3,0,0,SWE,D,D,Canceled,7/16/2017,Desired,Family
City Hotel,1,2017,July,3,0,0,CN,D,D,Canceled,7/14/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,DNK,A,A,Canceled,5/28/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,FRA,D,D,Canceled,3/1/2017,Desired,Couple
City Hotel,1,2017,July,2,1,0,PRT,A,A,Canceled,1/30/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,FRA,A,A,Canceled,3/1/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,5/26/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,FRA,A,A,Canceled,3/6/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,AGO,A,A,Canceled,7/21/2017,Desired,Couple
City Hotel,1,2017,July,1,0,0,GBR,A,A,Canceled,7/21/2017,Desired,Single
City Hotel,1,2017,July,2,0,0,NLD,A,A,Canceled,7/24/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,ITA,D,D,Canceled,6/30/2017,Desired,Couple
City Hotel,1,2017,July,3,0,0,AUT,D,D,Canceled,7/17/2017,Desired,Family
City Hotel,1,2017,July,3,0,0,BEL,D,D,Canceled,5/31/2017,Desired,Family
City Hotel,1,2017,July,1,0,0,PRT,A,A,Canceled,7/24/2017,Desired,Single
City Hotel,1,2017,July,2,0,0,BEL,A,A,Canceled,7/14/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,2/16/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,FRA,A,A,Canceled,7/27/2017,Desired,Couple
City Hotel,1,2017,July,3,0,0,POL,D,D,Canceled,11/20/2016,Desired,Family
City Hotel,1,2017,July,2,0,0,SWE,A,A,Canceled,7/23/2017,Desired,Couple
City Hotel,1,2017,July,1,0,0,USA,A,A,Canceled,6/20/2017,Desired,Single
City Hotel,1,2017,July,1,1,0,BEL,A,A,Canceled,7/14/2017,Desired,Family
City Hotel,1,2017,July,3,0,0,POL,D,D,Canceled,9/28/2016,Desired,Family
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/29/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,TWN,A,A,Canceled,12/11/2016,Desired,Couple
City Hotel,1,2017,July,2,0,0,RUS,A,A,Canceled,3/8/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/29/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,ESP,A,A,Canceled,1/17/2017,Desired,Couple
City Hotel,1,2017,July,2,1,0,FRA,A,A,Canceled,10/27/2016,Desired,Family
City Hotel,1,2017,July,2,0,0,BGD,A,A,Canceled,4/30/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,FRA,A,A,Canceled,5/22/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/9/2017,Desired,Couple
City Hotel,1,2017,July,2,1,0,MAR,A,A,Canceled,5/22/2017,Desired,Family
City Hotel,1,2017,July,1,0,0,PRT,A,A,Canceled,7/23/2017,Desired,Single
City Hotel,1,2017,July,2,0,0,MOZ,A,A,Canceled,4/21/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,GBR,A,A,Canceled,4/6/2017,Desired,Couple
City Hotel,1,2017,July,2,2,0,CHN,F,F,Canceled,6/14/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,DEU,A,A,Canceled,2/21/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,GBR,A,A,Canceled,7/11/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,No-Show,7/31/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/26/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,FRA,A,A,Canceled,7/23/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,GBR,A,A,Canceled,2/8/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,USA,A,A,Canceled,2/7/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,USA,A,A,Canceled,2/7/2017,Desired,Couple
City Hotel,1,2017,July,3,0,0,QAT,E,E,Canceled,5/23/2017,Desired,Family
City Hotel,1,2017,July,3,0,0,QAT,D,D,Canceled,5/26/2017,Desired,Family
City Hotel,1,2017,July,3,0,0,QAT,E,E,Canceled,5/29/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,USA,A,A,Canceled,2/7/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,USA,A,A,Canceled,2/7/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,USA,A,A,Canceled,2/7/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,USA,A,A,Canceled,2/7/2017,Desired,Couple
City Hotel,1,2017,July,3,0,0,ESP,D,D,Canceled,4/18/2017,Desired,Family
City Hotel,1,2017,July,3,0,0,QAT,E,E,Canceled,5/21/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,ESP,D,D,Canceled,4/18/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,FRA,A,A,Canceled,7/4/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,MAR,A,A,Canceled,6/2/2017,Desired,Couple
City Hotel,1,2017,July,3,0,0,ESP,D,D,Canceled,4/18/2017,Desired,Family
City Hotel,1,2017,July,3,0,0,ESP,A,A,Canceled,4/18/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,SWE,A,A,Canceled,5/14/2017,Desired,Couple
City Hotel,1,2017,July,1,0,0,FRA,A,A,Canceled,4/10/2017,Desired,Single
City Hotel,1,2017,July,2,0,0,SWE,A,A,Canceled,5/14/2017,Desired,Couple
City Hotel,1,2017,July,3,0,0,MAR,E,E,Canceled,5/12/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,ESP,A,A,Canceled,6/16/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,IRL,A,A,Canceled,4/29/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,AUT,D,D,Canceled,2/4/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,GBR,D,D,Canceled,4/25/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,ESP,A,A,Canceled,3/1/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,6/7/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,FRA,D,D,Canceled,7/9/2017,Desired,Couple
City Hotel,1,2017,July,2,0,0,UKR,A,A,Canceled,7/3/2017,Desired,Couple
City Hotel,1,2017,July,3,0,0,PRT,D,D,Canceled,7/11/2017,Desired,Family
City Hotel,1,2017,July,2,0,0,PRT,A,A,Canceled,7/11/2017,Desired,Couple
City Hotel,1,2017,July,2,1,0,FRA,A,A,Canceled,6/18/2017,Desired,Family
City Hotel,1,2017,July,3,0,0,FRO,D,D,Canceled,7/29/2017,Desired,Family
City Hotel,1,2017,July,3,0,0,FRO,D,D,Canceled,7/29/2017,Desired,Family
City Hotel,1,2017,July,3,0,0,FRO,D,D,Canceled,7/29/2017,Desired,Family
City Hotel,1,2017,July,3,0,0,FRO,D,D,Canceled,9/19/2016,Desired,Family
City Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,6/30/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,7/14/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,6/30/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,6/30/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,6/30/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,6/30/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,6/30/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,6/30/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,7/13/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,GBR,A,A,Canceled,6/4/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,6/30/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,6/30/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,6/30/2017,Desired,Couple
City Hotel,1,2017,August,3,0,0,ESP,E,E,Canceled,7/4/2017,Desired,Family
City Hotel,1,2017,August,1,0,0,NLD,A,A,Canceled,5/24/2017,Desired,Single
City Hotel,1,2017,August,2,1,0,GBR,A,A,Canceled,1/21/2017,Desired,Family
City Hotel,1,2017,August,1,0,0,CHN,D,D,Canceled,7/10/2017,Desired,Single
City Hotel,1,2017,August,2,0,0,CHN,A,A,Canceled,7/10/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,FRA,A,A,Canceled,7/3/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,DEU,A,A,Canceled,7/13/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,ITA,A,A,Canceled,7/14/2017,Desired,Couple
City Hotel,1,2017,August,3,0,0,FRA,D,D,Canceled,7/6/2017,Desired,Family
City Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,4/24/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,TUR,A,A,Canceled,3/21/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,FRA,A,A,Canceled,4/22/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,GBR,A,A,Canceled,6/26/2017,Desired,Couple
City Hotel,1,2017,August,2,1,0,ESP,A,A,Canceled,4/20/2017,Desired,Family
City Hotel,1,2017,August,2,1,0,PRT,D,D,Canceled,7/28/2017,Desired,Family
City Hotel,1,2017,August,2,0,0,PRT,A,D,No-Show,8/1/2017,Un-Desired,Couple
City Hotel,1,2017,August,2,0,0,FRA,A,A,Canceled,6/10/2017,Desired,Couple
City Hotel,1,2017,August,2,1,0,FRA,A,A,Canceled,3/9/2017,Desired,Family
City Hotel,1,2017,August,2,0,0,IRL,A,A,Canceled,7/2/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,ITA,A,A,Canceled,4/30/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,DEU,A,A,Canceled,12/12/2016,Desired,Couple
City Hotel,1,2017,August,1,0,0,FRA,A,A,Canceled,10/20/2016,Desired,Single
City Hotel,1,2017,August,3,0,0,GBR,D,D,Canceled,7/12/2017,Desired,Family
City Hotel,1,2017,August,2,0,0,FRA,A,A,Canceled,3/11/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,12/28/2016,Desired,Couple
City Hotel,1,2017,August,2,1,0,IRL,A,A,Canceled,1/15/2017,Desired,Family
City Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,5/8/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,GAB,A,A,Canceled,7/24/2017,Desired,Couple
City Hotel,1,2017,August,3,0,0,FRA,D,D,Canceled,7/12/2017,Desired,Family
City Hotel,1,2017,August,3,0,0,ROU,E,E,Canceled,7/16/2017,Desired,Family
City Hotel,1,2017,August,2,0,0,FRA,A,A,Canceled,5/30/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,6/2/2017,Desired,Couple
City Hotel,1,2017,August,2,1,0,BEL,A,A,Canceled,4/17/2017,Desired,Family
City Hotel,1,2017,August,2,0,0,BEL,A,A,Canceled,5/23/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,BEL,A,A,Canceled,4/17/2017,Desired,Couple
City Hotel,1,2017,August,2,2,0,NOR,F,F,Canceled,10/4/2016,Desired,Family
City Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,7/15/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,PRT,A,A,Canceled,7/21/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,NOR,D,D,Canceled,5/31/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,ESP,D,D,Canceled,7/11/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,CHE,D,D,Canceled,4/6/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,CHE,A,A,Canceled,4/6/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,CHE,A,A,Canceled,4/6/2017,Desired,Couple
City Hotel,1,2017,August,3,0,0,GBR,D,D,Canceled,1/15/2017,Desired,Family
City Hotel,1,2017,August,2,0,0,CHN,A,A,Canceled,5/28/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,USA,A,A,Canceled,5/4/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,CHE,D,D,Canceled,4/6/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,4/23/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,PRT,D,D,Canceled,4/28/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,CIV,D,D,Canceled,7/13/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,GBR,A,A,Canceled,2/25/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,HRV,A,A,Canceled,3/12/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,ESP,A,A,Canceled,2/28/2017,Desired,Couple
City Hotel,1,2017,August,1,0,0,CIV,A,A,Canceled,7/13/2017,Desired,Single
City Hotel,1,2017,August,2,2,0,ITA,F,F,Canceled,3/19/2017,Desired,Family
City Hotel,1,2017,August,2,0,0,BRA,D,D,Canceled,2/5/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,ESP,D,D,Canceled,5/5/2017,Desired,Couple
City Hotel,1,2017,August,2,1,0,MAR,A,A,Canceled,5/6/2017,Desired,Family
City Hotel,1,2017,August,2,1,0,BRA,A,A,Canceled,2/5/2017,Desired,Family
City Hotel,1,2017,August,2,0,0,IRL,E,E,Canceled,1/15/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,BRA,D,D,Canceled,10/1/2016,Desired,Couple
City Hotel,1,2017,August,2,0,0,BRA,D,D,Canceled,7/7/2017,Desired,Couple
City Hotel,1,2017,August,2,0,0,BRA,D,D,Canceled,9/29/2016,Desired,Couple
City Hotel,1,2017,August,2,1,0,MAR,A,A,Canceled,12/9/2016,Desired,Family
City Hotel,1,2017,August,2,0,0,MAR,A,A,Canceled,12/9/2016,Desired,Couple
City Hotel,1,2017,August,2,0,0,DEU,A,A,Canceled,3/1/2017,Desired,Couple
